Category                                 | RTE type             | Interface                                
Persistency, Data read                   | Rte_IsUpdated        | CtCdParkControl_PpPdParkControlRead_DeDriverPreferences_RW_Critical 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_Spacing_Front_BAP_RequestError 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DeDebounce_Time_Reverse_Gear_Detection_0x2500 
Persistency, DataSet                     | Rte_IRead            | RParkControlLogic20ms_PpDsParkControlDataSet_DeColmCfg 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_Spacing_Rear_Status_BAP_RequestByteSequence 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpPFHwMeasurements_DeVBAT_MAIN 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_Trailer_BAP_RequestError 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_APS_Mute_BAP_RequestError 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpTVmaster2ParkControl_DeTVmaster2ParkControl 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_Spacing_Right_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_AutoActivation_Status_BAP_RequestByteSequence 
SWC Version Info                         | Rte_Call             | CtCdParkControl_PpPFServer_MW_SetSwcInfo 
RTE Data Exchange                        | Rte_IWrite           | RParkControlLogic20ms_PpParkAsm_DeParkAsm 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_IPA_Parking_Activation_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestError_PDC_IPA_Messages_BAP_RequestError 
Persistency, DataSet                     | Rte_IStatus          | RParkControlLogic20ms_PpDsParkControlDataSet_DeVdimCfg 
Persistency, DataSet                     | Rte_IStatus          | RParkControlLogic20ms_PpDsParkControlDataSet_DeDapmCfg 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_IPA_Config_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_PDC_PLA_SystemState_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_Display_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_Display_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_ManeuverAssist_State_BAP_InitSendBufferByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DeVolume_Level_Folding_Top_Offset_0x252E 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_PiloPa_SystemState_Status_BAP_RequestByteSequence 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpRGExtPSD_DeRGExtPSD 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_FSG_Setup_Status_BAP_RequestByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DePDC_Rear_Lid_Assistance_Adaption_0x0510 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_ManeuverAssist_State_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_IPA_Messages_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_Spacing_Front_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_ContinueDrivingAssist_Status_BAP_RequestByteSequence 
RTE Data Exchange                        | Rte_IsUpdated        | CtCdParkControl_PpDiagParkControlRead_DeIPA_new_functions_0x056A 
RTE Data Exchange                        | Rte_IStatus          | RParkControlLogic20ms_PpRGExtPSD_DeRGExtPSD 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_SoundReproduction_BAP_InitSendBufferByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DeIPA_new_functions_0x056A 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_Display_StatusAck_BAP_RequestByteSequence 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpGwSmaRequest_DeGwSmaRequest 
Persistency, DataSet                     | Rte_IRead            | RParkControlLogic20ms_PpDsParkControlDataSet_DeCustomerCfg_R 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_Spacing_Rear_BAP_RequestError 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_FSG_OperationState_Status_BAP_RequestUInt8 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_Spacing_Rear_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_FSG_Setup2_Status_BAP_RequestByteSequence 
RTE Data Exchange                        | Rte_IStatus          | RParkControlLogic20ms_PpTVmaster2ParkControl_DeTVmaster2ParkControl 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_PDC_Offroad_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_FunctionList_BAP_InitSendBufferByteSequence 
RTE Data Exchange                        | Rte_IStatus          | RParkControlLogic20ms_PpTVCntrlTVMaster_DeTVCleaningStatus 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestError_PDC_SteeringInformation_BAP_RequestError 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_FSG_Control_BAP_RequestError 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestError_PDC_IPA_Config_BAP_RequestError 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_ManeuverAssist_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_Spacing_Rear_Extended_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_AutoActivation_BAP_InitSendBufferByteSequence 
UDS Diagnostic, Routine Return           | Rte_Send             | CtCdParkControl_PpDiagParkControlWrite_DeReset_frequency_counter_0x03B0 
Network, PDU group interface             | Rte_IWrite           | RParkControlLogic20ms_PpFRParkControlout_DePduGrp_PLA2_02 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_Info_BAP_RequestError 
UDS Diagnostic, Stellglied Return        | Rte_Send             | CtCdParkControl_PpDiagParkControlWrite_DeFront_parking_aid_loudspeaker_0x01D3 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_FSG_OperationState_BAP_InitSendBufferUInt8 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DePDC_Maximum_Speed_Limitation_0x25E9 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_FSG_Setup2_BAP_InitSendBufferByteSequence 
RTE Data Exchange                        | Rte_Send             | CtCdParkControl_PpDiagParkControlWrite_De_Iter_Life_cycle_data_stop_prohibition_0x0153 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestError_PDC_Spacing_Right_BAP_RequestError 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_HeartBeat_BAP_InitSendBufferUInt8 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_Trailer_BAP_InitSendBufferUInt8 
EDR                                      | Rte_IStatus          | RParkControlLogic20ms_PpEDRinhibitPiDriving_DeEDRinhibitPiDriving 
Persistency, DataSet                     | Rte_IStatus          | RParkControlLogic20ms_PpDsParkControlDataSet_DeVctmCfg 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_SteeringInformation_BAP_InitSendBufferByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DePP_GP_Deactivating_through_zFAS_Thermal_Helath_Status_0x0562 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_IPA_Config_Status_BAP_RequestByteSequence 
Network, PDU group interface             | Rte_IWrite           | RParkControlLogic20ms_PpFRParkControlout_DePduGrp_ZFAS_01 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_ManeuverAssist_State_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_ContinueDrivingAssist_Status_BAP_RequestByteSequence 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpTVCntrlTVMaster_DeTVWingMirrorStatus 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_SteeringInformation_BAP_RequestError 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestError_PDC_Spacing_Left_BAP_RequestError 
Persistency, DataSet                     | Rte_IRead            | RParkControlLogic20ms_PpDsParkControlDataSet_DeStateConfig 
UDS Diagnostic, Routine Return           | Rte_Send             | CtCdParkControl_PpDiagParkControlWrite_DeMA_Brake_Intervention_0x1015 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_PiloPa_SystemState_BAP_InitSendBufferByteSequence 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpHSSwitchCtrl2ParkCtrl_DeHSSwitchCtrl2ParkCtrl 
Time Service, Remaining Time Budget      | Rte_Call             | CtCdParkControl_PpPFServer_TS_GetRemainingTimeBudget 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DeDeactivating_of_start_stop_function_0x0928 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DeDeactivation_Stop_Inhibit_From_Parking_Aid_0x3B70 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_SoundReproduction_Status_BAP_RequestByteSequence 
UDS Diagnostic, Stellglied Call          | Rte_Receive          | CtCdParkControl_PpDiagParkControlRead_DeFront_parking_aid_loudspeaker_0x01D3 
RTE Data Exchange                        | Rte_IWrite           | RParkControlLogic20ms_PpFRParkControlout_DeTraceData 
UDS Diagnostic, Routine Call             | Rte_Receive          | CtCdParkControl_PpDiagParkControlRead_DeMA_steering_interface_activation_and_control_0x1016 
RTE Data Exchange                        | Rte_IWrite           | RParkControlLogic20ms_PpFRParkControlout_DeFRParkControlout 
UDS Diagnostic, Anpassung                | Rte_Read             | CtCdParkControl_PpDiagParkControlRead_DeMA_Steering_0x0514 
Persistency, Data write                  | Rte_Write            | CtCdParkControl_PpPdParkControlWrite_DeIpaCfg_RW_Normal 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_ParkSideSelection_Status_BAP_RequestByteSequence 
UDS Diagnostic, Routine Call             | Rte_Receive          | CtCdParkControl_PpDiagParkControlRead_DeReset_frequency_counter_0x03B0 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_IPA_Config_BAP_RequestError 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_Spacing_Front_Extended_BAP_InitSendBufferByteSequence 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpFRParkControlin_DeFRParkControlin 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_Spacing_Left_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestPropFSG_PDC_Trailer_Status_BAP_RequestUInt8 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_Spacing_Right_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtCdParkControl_BapPropInit_PDC_IPA_Parking_Activation_BAP_InitSendBufferByteSequence 
RTE Data Exchange                        | Rte_IWrite           | RParkControlLogic20ms_PpParkKAS_DeParkKAS 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_FSG_Control_BAP_InitSendBufferUInt8 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpParkMonitor2Control_DeParkMonitor2Control 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_IPA_Messages_BAP_RequestError 
BAP                                      | Rte_Call             | CtCdParkControl_BapRequestPropFSG_PDC_Sound_Rear_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtCdParkControl_BapPropInit_PDC_ContinueDrivingAssist_BAP_InitSendBufferByteSequence 
RTE Data Exchange                        | Rte_IWrite           | RParkControlLogic20ms_PpParkMAStatus_DeParkMAStatus 
RTE Data Exchange                        | Rte_IRead            | RParkControlLogic20ms_PpPerceptionAvailabilityPark_DePerceptionAvailabilityPark 
Persistency, DataSet                     | Rte_IStatus          | RParkControlLogic20ms_PpDsParkControlDataSet_DeColmCfg 
BAP                                      | Rte_Result           | CtCdParkControl_BapRequestError_PDC_FSG_OperationState_BAP_RequestError 
