Category                                 | RTE type             | Interface                                
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Local_Emergency_Warning_activation_clearing_0x053E 
BAP                                      | Rte_Read             | CtApFASProfileMaster_Bap_Allowed_DeBapAllowed 
Persistency, Data read                   | Rte_Read             | CtApFASProfileMaster_PpPdFASProfileMasterRead_DeFASProfileMasterParameters_Critical 
LCS                                      | Rte_IRead            | RFASProfileMasterCyclic_PpPFProvidedData_DeLCSAPHState 
BAP                                      | Rte_Write            | CtApFASProfileMaster_Bap_Freigabe_DAF_Interface_BapFreigabe 
Diagnostic, Get DTC Event                | Rte_Call             | CtApFASProfileMaster_PpEventHandling_GetEventStatus 
Network, PDU group interface             | Rte_IWrite           | RFASProfileMasterCyclic_PpFRFASProfileMasterOut_DePduGrp_FAS_ProfileMaster_01 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapPropInit_FAS_Profiles_SetupProfile_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestError_FAS_Profiles_Display_BAP_RequestError 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Status_Exit_Warner_after_Kl_15_on_0x0549 
RTE Data Exchange                        | Rte_IRead            | RFASProfileMasterCyclic_PpFRParkMonitorout_DeFRParkMonitorout 
Diagnostic, Coding                       | Rte_Read             | CtApFASProfileMaster_PpDiagCoding_DeCoding 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Status_Traffic_Jam_Pilot_after_Kl_15_on_0x0545 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapRequestPropFSG_FAS_Profiles_FSG_Setup_Status_BAP_RequestByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Status_Distance_Warner_Low_after_Kl_15_on_0x054D 
UDS Diagnostic, Routine Return           | Rte_Send             | CtApFASProfileMaster_PpDiagFASProfileMasterWrite_DeProfile_master_reset_personalized_settings_0x067B 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapRequestPropFSG_FAS_Profiles_FSG_Control_Status_BAP_RequestUInt8 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapPropInit_FAS_Profiles_BAP_Config_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestFSG_DAF_Interface_DelPilotSysStateList_Result_BAP_RequestUInt8 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapRequestPropFSG_DAF_Interface_FSG_Setup_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapRequestFSG_DAF_Interface_PilotedSystemStateList_Changed_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestError_FAS_Profiles_FAS_ProfileConfiguration_BAP_RequestError 
RTE Data Exchange                        | Rte_IWrite           | RFASProfileMasterCyclic_PpFASProfileMasterKAS_DeFASProfileMasterKAS 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapPropInit_FAS_Profiles_FSG_Setup_BAP_InitSendBufferByteSequence 
